-1.000000,1.000000
-0.980000,0.960400
-0.960000,0.921600
-0.940000,0.883600
-0.920000,0.846400
-0.900000,0.810000
-0.880000,0.774400
-0.860000,0.739600
-0.840000,0.705600
-0.820000,0.672400
-0.800000,0.640000
-0.780000,0.608400
-0.760000,0.577600
-0.740000,0.547600
-0.720000,0.518400
-0.700000,0.490000
-0.680000,0.462400
-0.660000,0.435600
-0.640000,0.409600
-0.620000,0.384400
-0.600000,0.360000
-0.580000,0.336400
-0.560000,0.313600
-0.540000,0.291600
-0.520000,0.270400
-0.500000,0.250000
-0.480000,0.230400
-0.460000,0.211600
-0.440000,0.193600
-0.420000,0.176400
-0.400000,0.160000
-0.380000,0.144400
-0.360000,0.129600
-0.340000,0.115600
-0.320000,0.102400
-0.300000,0.090000
-0.280000,0.078400
-0.260000,0.067600
-0.240000,0.057600
-0.220000,0.048400
-0.200000,0.040000
-0.180000,0.032400
-0.160000,0.025600
-0.140000,0.019600
-0.120000,0.014400
-0.100000,0.010000
-0.080000,0.006400
-0.060000,0.003600
-0.040000,0.001600
-0.020000,0.000400
0.000000,0.000000
0.020000,0.000400
0.040000,0.001600
0.060000,0.003600
0.080000,0.006400
0.100000,0.010000
0.120000,0.014400
0.140000,0.019600
0.160000,0.025600
0.180000,0.032400
0.200000,0.040000
0.220000,0.048400
0.240000,0.057600
0.260000,0.067600
0.280000,0.078400
0.300000,0.090000
0.320000,0.102400
0.340000,0.115600
0.360000,0.129600
0.380000,0.144400
0.400000,0.160000
0.420000,0.176400
0.440000,0.193600
0.460000,0.211600
0.480000,0.230400
0.500000,0.250000
0.520000,0.270400
0.540000,0.291600
0.560000,0.313600
0.580000,0.336400
0.600000,0.360000
0.620000,0.384400
0.640000,0.409600
0.660000,0.435600
0.680000,0.462400
0.700000,0.490000
0.720000,0.518400
0.740000,0.547600
0.760000,0.577600
0.780000,0.608400
0.800000,0.640000
0.820000,0.672400
0.840000,0.705600
0.860000,0.739600
0.880000,0.774400
0.900000,0.810000
0.920000,0.846400
0.940000,0.883600
0.960000,0.921600
0.980000,0.960400
1.000000,1.000000
