-10.000000,100.000000
-9.800000,96.040000
-9.600000,92.160000
-9.400000,88.360000
-9.200000,84.640000
-9.000000,81.000000
-8.800000,77.440000
-8.600000,73.960000
-8.400000,70.560000
-8.200000,67.240000
-8.000000,64.000000
-7.800000,60.840000
-7.600000,57.760000
-7.400000,54.760000
-7.200000,51.840000
-7.000000,49.000000
-6.800000,46.240000
-6.600000,43.560000
-6.400000,40.960000
-6.200000,38.440000
-6.000000,36.000000
-5.800000,33.640000
-5.600000,31.360000
-5.400000,29.160000
-5.200000,27.040000
-5.000000,25.000000
-4.800000,23.040000
-4.600000,21.160000
-4.400000,19.360000
-4.200000,17.640000
-4.000000,16.000000
-3.800000,14.440000
-3.600000,12.960000
-3.400000,11.560000
-3.200000,10.240000
-3.000000,9.000000
-2.800000,7.840000
-2.600000,6.760000
-2.400000,5.760000
-2.200000,4.840000
-2.000000,4.000000
-1.800000,3.240000
-1.600000,2.560000
-1.400000,1.960000
-1.200000,1.440000
-1.000000,1.000000
-0.800000,0.640000
-0.600000,0.360000
-0.400000,0.160000
-0.200000,0.040000
-0.000000,0.000000
0.200000,0.040000
0.400000,0.160000
0.600000,0.360000
0.800000,0.640000
1.000000,1.000000
1.200000,1.440000
1.400000,1.960000
1.600000,2.560000
1.800000,3.240000
2.000000,4.000000
2.200000,4.840000
2.400000,5.760000
2.600000,6.760000
2.800000,7.840000
3.000000,9.000000
3.200000,10.240000
3.400000,11.560000
3.600000,12.960000
3.800000,14.440000
4.000000,16.000000
4.200000,17.640000
4.400000,19.360000
4.600000,21.160000
4.800000,23.040000
5.000000,25.000000
5.200000,27.040000
5.400000,29.160000
5.600000,31.360000
5.800000,33.640000
6.000000,36.000000
6.200000,38.440000
6.400000,40.960000
6.600000,43.560000
6.800000,46.240000
7.000000,49.000000
7.200000,51.840000
7.400000,54.760000
7.600000,57.760000
7.800000,60.840000
8.000000,64.000000
8.200000,67.240000
8.400000,70.560000
8.600000,73.960000
8.800000,77.440000
9.000000,81.000000
9.200000,84.640000
9.400000,88.360000
9.600000,92.160000
9.800000,96.040000
10.000000,100.000000
