-0.100000,0.010000
-0.099000,0.009801
-0.098000,0.009604
-0.097000,0.009409
-0.096000,0.009216
-0.095000,0.009025
-0.094000,0.008836
-0.093000,0.008649
-0.092000,0.008464
-0.091000,0.008281
-0.090000,0.008100
-0.089000,0.007921
-0.088000,0.007744
-0.087000,0.007569
-0.086000,0.007396
-0.085000,0.007225
-0.084000,0.007056
-0.083000,0.006889
-0.082000,0.006724
-0.081000,0.006561
-0.080000,0.006400
-0.079000,0.006241
-0.078000,0.006084
-0.077000,0.005929
-0.076000,0.005776
-0.075000,0.005625
-0.074000,0.005476
-0.073000,0.005329
-0.072000,0.005184
-0.071000,0.005041
-0.070000,0.004900
-0.069000,0.004761
-0.068000,0.004624
-0.067000,0.004489
-0.066000,0.004356
-0.065000,0.004225
-0.064000,0.004096
-0.063000,0.003969
-0.062000,0.003844
-0.061000,0.003721
-0.060000,0.003600
-0.059000,0.003481
-0.058000,0.003364
-0.057000,0.003249
-0.056000,0.003136
-0.055000,0.003025
-0.054000,0.002916
-0.053000,0.002809
-0.052000,0.002704
-0.051000,0.002601
-0.050000,0.002500
-0.049000,0.002401
-0.048000,0.002304
-0.047000,0.002209
-0.046000,0.002116
-0.045000,0.002025
-0.044000,0.001936
-0.043000,0.001849
-0.042000,0.001764
-0.041000,0.001681
-0.040000,0.001600
-0.039000,0.001521
-0.038000,0.001444
-0.037000,0.001369
-0.036000,0.001296
-0.035000,0.001225
-0.034000,0.001156
-0.033000,0.001089
-0.032000,0.001024
-0.031000,0.000961
-0.030000,0.000900
-0.029000,0.000841
-0.028000,0.000784
-0.027000,0.000729
-0.026000,0.000676
-0.025000,0.000625
-0.024000,0.000576
-0.023000,0.000529
-0.022000,0.000484
-0.021000,0.000441
-0.020000,0.000400
-0.019000,0.000361
-0.018000,0.000324
-0.017000,0.000289
-0.016000,0.000256
-0.015000,0.000225
-0.014000,0.000196
-0.013000,0.000169
-0.012000,0.000144
-0.011000,0.000121
-0.010000,0.000100
-0.009000,0.000081
-0.008000,0.000064
-0.007000,0.000049
-0.006000,0.000036
-0.005000,0.000025
-0.004000,0.000016
-0.003000,0.000009
-0.002000,0.000004
-0.001000,0.000001
0.000000,0.000000
0.001000,0.000001
0.002000,0.000004
0.003000,0.000009
0.004000,0.000016
0.005000,0.000025
0.006000,0.000036
0.007000,0.000049
0.008000,0.000064
0.009000,0.000081
0.010000,0.000100
0.011000,0.000121
0.012000,0.000144
0.013000,0.000169
0.014000,0.000196
0.015000,0.000225
0.016000,0.000256
0.017000,0.000289
0.018000,0.000324
0.019000,0.000361
0.020000,0.000400
0.021000,0.000441
0.022000,0.000484
0.023000,0.000529
0.024000,0.000576
0.025000,0.000625
0.026000,0.000676
0.027000,0.000729
0.028000,0.000784
0.029000,0.000841
0.030000,0.000900
0.031000,0.000961
0.032000,0.001024
0.033000,0.001089
0.034000,0.001156
0.035000,0.001225
0.036000,0.001296
0.037000,0.001369
0.038000,0.001444
0.039000,0.001521
0.040000,0.001600
0.041000,0.001681
0.042000,0.001764
0.043000,0.001849
0.044000,0.001936
0.045000,0.002025
0.046000,0.002116
0.047000,0.002209
0.048000,0.002304
0.049000,0.002401
0.050000,0.002500
0.051000,0.002601
0.052000,0.002704
0.053000,0.002809
0.054000,0.002916
0.055000,0.003025
0.056000,0.003136
0.057000,0.003249
0.058000,0.003364
0.059000,0.003481
0.060000,0.003600
0.061000,0.003721
0.062000,0.003844
0.063000,0.003969
0.064000,0.004096
